LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallCond,Exterior1st,ExterQual,Foundation,BsmtExposure,BsmtFinType1,BsmtUnfSF,HeatingQC,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageArea,MoSold,YrSold,SalePrice
9591,Reg,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,Av,GLQ,625,Ex,1713,1,2,0,3,Ex,1,Attchd,Fin,856,1,2009,274900
8546,Reg,Corner,Edwards,1Story,5,VinylSd,TA,PConc,No,Unf,1121,Ex,1121,0,2,0,2,TA,0,Attchd,RFn,440,3,2010,140000
10125,Reg,Inside,Mitchel,1Story,6,Plywood,TA,CBlock,No,ALQ,276,TA,1279,0,2,0,3,TA,2,Detchd,Unf,473,2,2008,171500
7000,Reg,Corner,OldTown,1.5Fin,6,MetalSd,TA,BrkTil,No,LwQ,0,Gd,865,0,2,0,2,TA,0,Attchd,Unf,398,5,2006,112000
4438,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,186,Ex,848,1,1,0,1,Gd,1,Attchd,RFn,420,1,2008,149000
3500,Reg,Inside,OldTown,1.5Fin,7,AsbShng,TA,CBlock,No,LwQ,408,TA,720,0,1,1,2,TA,0,Detchd,Unf,240,4,2009,110000
11851,Reg,Corner,Gilbert,1Story,5,HdBoard,TA,PConc,No,Unf,1424,Ex,1442,0,2,0,3,TA,0,Attchd,RFn,500,5,2009,180500
13673,IR1,CulDSac,Sawyer,1Story,5,HdBoard,TA,CBlock,No,Unf,1140,TA,1696,0,1,1,3,TA,1,Attchd,RFn,349,3,2007,143900
12493,IR1,Inside,NAmes,1Story,5,Wd Sdng,TA,PConc,No,ALQ,375,TA,1100,1,1,0,3,TA,1,Attchd,RFn,312,4,2008,141000
14364,IR1,Inside,SawyerW,2Story,5,Plywood,Gd,CBlock,Gd,GLQ,92,Ex,1180,1,2,1,3,TA,1,Attchd,Fin,454,4,2007,277000
8250,Reg,Inside,NAmes,1Story,7,HdBoard,TA,CBlock,No,Rec,305,Ex,1092,1,1,0,3,TA,0,Attchd,RFn,504,7,2008,145000
5604,Reg,Inside,Edwards,1Story,6,Stucco,TA,CBlock,No,Rec,396,TA,864,1,1,0,2,TA,0,Attchd,Unf,0,4,2008,98000
10420,Reg,Corner,Edwards,1Story,5,VinylSd,TA,PConc,Mn,GLQ,1176,Ex,1212,0,2,0,3,Gd,0,Attchd,RFn,460,3,2010,186000
8640,Reg,Inside,Somerst,2Story,5,VinylSd,TA,PConc,No,GLQ,78,Ex,932,1,2,1,3,Gd,1,Attchd,RFn,644,7,2009,252678
13568,IR2,CulDSac,CollgCr,1Story,5,VinylSd,TA,PConc,No,ALQ,274,Ex,990,0,1,0,3,TA,0,Attchd,Unf,576,7,2006,156000
10900,IR1,FR2,CollgCr,2Story,7,HdBoard,TA,CBlock,No,GLQ,311,Ex,689,0,1,1,3,TA,0,Attchd,Fin,299,3,2010,161750
10011,IR1,Inside,NAmes,1Story,6,HdBoard,TA,CBlock,No,BLQ,710,TA,1236,0,1,0,2,Gd,1,Attchd,Unf,447,5,2006,134450
8450,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Mn,GLQ,490,Ex,1436,1,2,0,3,Gd,0,Attchd,Unf,484,4,2008,210000
9906,Reg,Inside,OldTown,2Story,4,MetalSd,TA,CBlock,No,Unf,686,Fa,810,0,1,0,3,TA,0,Detchd,Unf,210,9,2006,107000
3010,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1232,Ex,1248,0,2,0,2,Gd,0,Attchd,Fin,438,3,2006,167240
8990,IR1,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Mn,Unf,1498,Ex,1498,0,2,0,2,Gd,0,Attchd,RFn,675,4,2006,204900
8068,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,1010,Ex,1010,0,2,1,4,Gd,1,BuiltIn,RFn,390,12,2009,200000
11475,Reg,Inside,NWAmes,2Story,6,VinylSd,TA,CBlock,No,ALQ,163,TA,811,1,2,1,3,TA,1,Attchd,RFn,434,2,2006,179900
10500,Reg,FR2,NAmes,1Story,6,HdBoard,TA,CBlock,No,ALQ,160,Gd,864,0,1,0,2,TA,0,Detchd,Unf,576,3,2009,97000
1680,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,Unf,630,TA,630,0,2,1,3,TA,0,Detchd,Unf,280,5,2009,112000
9950,IR1,Inside,NoRidge,2Story,5,VinylSd,Gd,PConc,No,GLQ,638,Ex,1214,0,2,1,4,Gd,1,Attchd,RFn,721,6,2007,290000
1869,Reg,Inside,BrDale,2Story,6,HdBoard,TA,CBlock,No,Rec,162,TA,483,0,1,1,2,TA,0,Detchd,Unf,280,9,2008,106000
8521,Reg,FR2,Sawyer,1Story,5,HdBoard,TA,CBlock,No,ALQ,70,TA,912,0,1,0,3,TA,1,Detchd,Unf,336,5,2010,125000
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1357,Ex,1555,0,2,0,2,Gd,1,Attchd,Fin,430,5,2009,192500
8760,Reg,Inside,NAmes,1Story,6,MetalSd,TA,CBlock,No,Unf,1194,TA,1194,1,1,0,3,TA,0,Attchd,RFn,312,4,2010,148000
1680,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,Unf,483,TA,483,0,1,1,2,TA,1,Attchd,Unf,288,6,2006,94500
10650,Reg,Corner,CollgCr,1Story,6,HdBoard,TA,CBlock,Av,LwQ,0,TA,894,1,1,0,3,TA,0,Attchd,Unf,308,2,2010,128200
7851,Reg,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,GLQ,235,Ex,860,1,2,1,4,Gd,2,BuiltIn,Fin,440,5,2010,216500
8773,Reg,FR2,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1390,Ex,1414,0,2,0,3,Gd,0,Attchd,RFn,494,5,2010,185500
9453,IR1,CulDSac,SawyerW,2Story,7,HdBoard,Gd,PConc,No,BLQ,594,Ex,1014,0,2,1,3,Gd,0,Attchd,RFn,457,2,2010,194500
8741,Reg,Inside,Edwards,1.5Fin,4,VinylSd,TA,CBlock,No,LwQ,641,TA,798,0,1,1,3,TA,1,Detchd,Unf,220,4,2010,113000
9000,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,Av,GLQ,488,Ex,1566,1,2,0,3,Gd,0,Attchd,RFn,750,4,2010,262500
5000,Reg,Corner,OldTown,1.5Fin,4,Wd Sdng,TA,BrkTil,No,Unf,540,Gd,889,0,1,0,3,TA,0,Attchd,Unf,352,4,2006,79000
10762,Reg,Corner,SawyerW,2Story,6,Plywood,TA,CBlock,No,Unf,626,TA,626,0,1,1,3,TA,1,Attchd,RFn,288,4,2009,120000
8880,IR1,Inside,SawyerW,2Story,5,VinylSd,Gd,PConc,No,GLQ,253,Ex,1222,1,2,1,3,Gd,2,Attchd,RFn,463,5,2010,205000
10400,Reg,Inside,NWAmes,1Story,5,Wd Sdng,TA,CBlock,Av,GLQ,916,Gd,1872,0,2,0,3,TA,1,Attchd,Fin,604,6,2006,241500
11310,Reg,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,Unf,1367,Ex,1375,0,1,0,2,TA,1,Attchd,Unf,451,6,2006,140000
11317,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,840,Ex,840,0,2,1,3,Gd,0,Attchd,RFn,500,9,2007,180000
4750,IR1,Inside,Crawfor,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,0,Ex,1625,1,2,0,2,Gd,1,Attchd,Fin,538,12,2007,235000
8366,IR1,Inside,SawyerW,2Story,5,VinylSd,Gd,PConc,No,Unf,798,Ex,798,0,2,1,3,Gd,0,Attchd,RFn,520,12,2008,173000
9350,Reg,Inside,NAmes,SLvl,7,HdBoard,TA,CBlock,Gd,LwQ,452,Ex,1302,0,2,0,3,Gd,0,Attchd,RFn,309,10,2007,158000
8400,Reg,Inside,NAmes,1Story,6,MetalSd,TA,CBlock,No,Rec,392,TA,1314,1,1,0,3,TA,0,Attchd,RFn,294,6,2010,145000
8738,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,975,Ex,1005,0,2,1,4,Gd,1,BuiltIn,Fin,429,2,2006,230000
8791,IR1,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,Rec,361,Ex,864,0,2,1,3,Gd,0,Attchd,RFn,673,5,2008,207500
8814,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,No,GLQ,270,Ex,1604,1,2,1,3,Gd,1,Attchd,RFn,660,3,2009,220000
12435,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,GLQ,602,Ex,963,0,2,1,3,Gd,1,Attchd,RFn,564,5,2008,231500
12702,Reg,Inside,OldTown,1Story,5,BrkFace,TA,PConc,No,Unf,0,Gd,882,0,1,0,2,TA,0,Detchd,Unf,308,12,2008,97000
9588,IR1,Inside,CollgCr,2Story,5,CemntBd,Gd,PConc,No,Unf,1482,Ex,1482,0,2,1,3,Ex,1,BuiltIn,Fin,868,11,2007,276000
8471,IR1,Corner,Sawyer,SLvl,7,HdBoard,TA,CBlock,Av,ALQ,0,TA,1212,1,1,0,3,TA,1,Attchd,Unf,492,7,2006,151000
5500,Reg,Corner,OldTown,1.5Fin,7,Wd Sdng,TA,BrkTil,No,LwQ,0,TA,926,1,1,0,3,TA,0,Detchd,Unf,484,4,2010,130000
5232,IR3,Inside,OldTown,1Story,5,Wd Sdng,TA,BrkTil,No,Unf,680,Gd,764,0,1,0,2,TA,0,Detchd,Unf,504,6,2008,73000
12090,IR1,Inside,NWAmes,1Story,6,MetalSd,TA,CBlock,No,GLQ,606,TA,1422,0,2,0,3,Gd,1,Attchd,Fin,576,6,2008,175500
11207,IR1,FR2,Gilbert,2Story,5,VinylSd,TA,PConc,Av,GLQ,88,Gd,802,1,2,1,3,TA,1,Attchd,Fin,413,6,2006,185000
6900,Reg,Inside,IDOTRR,1Story,6,VinylSd,TA,CBlock,No,ALQ,212,Ex,778,0,1,0,2,TA,1,Detchd,Fin,924,2,2008,120500
7917,IR1,Corner,Edwards,1Story,7,HdBoard,TA,CBlock,No,BLQ,392,TA,1113,1,1,1,3,TA,1,Attchd,RFn,504,5,2007,148000
11764,IR1,CulDSac,NoRidge,2Story,7,VinylSd,Gd,PConc,No,GLQ,628,Ex,1164,0,2,1,4,Gd,1,Attchd,Fin,671,4,2010,290000
9600,Reg,Inside,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,Rec,0,Gd,1632,1,2,0,3,TA,1,Attchd,RFn,338,4,2009,139000
8314,Reg,Corner,Mitchel,1Story,7,HdBoard,TA,CBlock,Gd,ALQ,270,TA,816,0,1,0,2,TA,0,Attchd,Unf,264,6,2007,124500
7264,Reg,Inside,BrkSide,1.5Fin,7,Wd Sdng,Gd,BrkTil,No,Unf,952,Gd,952,0,2,1,3,Ex,0,Detchd,Unf,672,10,2009,205000
9196,IR1,Inside,Mitchel,1Story,5,VinylSd,Gd,PConc,No,Unf,1560,Ex,1560,0,2,0,3,Gd,0,Attchd,Fin,573,4,2010,201000
10005,Reg,Inside,ClearCr,2Story,5,Plywood,TA,CBlock,No,BLQ,768,Ex,1156,0,2,1,4,TA,1,Attchd,Fin,505,3,2008,192000
11287,Reg,Inside,SawyerW,2Story,6,Plywood,Gd,CBlock,Av,GLQ,386,Gd,1175,0,2,1,3,Gd,1,Attchd,Fin,575,1,2007,228500
7200,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,GLQ,357,Gd,1262,0,2,0,2,Gd,0,Attchd,Fin,572,5,2006,185000
5063,Reg,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,No,GLQ,410,Ex,1314,1,2,0,2,Gd,1,Attchd,RFn,626,4,2009,207500
9612,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1468,Ex,1468,0,2,0,3,Gd,1,Attchd,Fin,898,12,2009,244600
8012,Reg,Inside,SawyerW,1Story,5,Plywood,Gd,PConc,No,GLQ,1145,Gd,1575,1,2,0,2,Gd,0,Attchd,RFn,529,7,2007,179200
4251,IR1,Inside,Somerst,2Story,5,MetalSd,Gd,PConc,No,Unf,625,Ex,625,0,2,1,2,Gd,0,Detchd,RFn,528,6,2007,164700
9786,IR1,Inside,NAmes,1.5Fin,7,Wd Sdng,TA,CBlock,No,Rec,312,TA,1085,0,1,1,3,Gd,1,Attchd,RFn,440,6,2006,159000
8125,IR1,Corner,NAmes,1Story,4,HdBoard,TA,CBlock,No,BLQ,244,TA,858,0,1,0,3,TA,0,Attchd,Unf,0,6,2006,88000
9819,IR1,Inside,Sawyer,1Story,5,MetalSd,TA,CBlock,No,BLQ,432,TA,900,0,1,0,3,TA,0,Detchd,Unf,280,2,2010,122000
8730,Reg,Inside,BrkSide,2Story,7,Wd Sdng,TA,BrkTil,No,Unf,698,Ex,698,0,1,0,3,TA,0,Detchd,Unf,384,7,2007,153575
15611,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Av,Unf,1079,Ex,1079,0,2,1,3,Gd,1,Attchd,RFn,685,7,2006,233230
11409,Reg,Inside,Edwards,1.5Fin,4,Wd Sdng,TA,CBlock,No,LwQ,476,Gd,1148,0,1,1,3,TA,1,Attchd,Unf,281,1,2009,131000
16659,IR1,Corner,NWAmes,2Story,7,Plywood,TA,CBlock,No,ALQ,0,Fa,1468,1,2,1,3,Gd,1,Attchd,Fin,539,3,2006,235000
9600,Reg,Inside,NAmes,1Story,5,HdBoard,TA,CBlock,No,GLQ,131,TA,1644,1,1,0,3,TA,2,Attchd,Fin,418,10,2009,167000
7937,IR1,CulDSac,Mitchel,SLvl,6,HdBoard,TA,CBlock,Av,GLQ,184,TA,1003,1,1,0,3,TA,0,Detchd,Unf,588,3,2006,142500
13710,Reg,Inside,IDOTRR,1.5Fin,5,Wd Sdng,TA,CBlock,No,BLQ,490,TA,910,0,1,1,4,TA,0,Attchd,Unf,282,6,2007,152000
7399,IR1,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,BLQ,326,Ex,975,0,2,1,3,Gd,1,Detchd,RFn,576,6,2007,239000
11700,Reg,Inside,NWAmes,2Story,6,HdBoard,Gd,CBlock,No,ALQ,143,Gd,1041,0,1,2,3,TA,1,Attchd,Unf,539,6,2007,175000
15750,Reg,Corner,Crawfor,1Story,5,MetalSd,TA,CBlock,Mn,BLQ,324,TA,1336,1,1,0,2,TA,2,Attchd,Unf,375,6,2006,157000
16226,IR3,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,GLQ,747,Ex,1210,0,2,1,4,Gd,1,BuiltIn,Fin,683,5,2007,267000
13704,IR1,Corner,CollgCr,1Story,5,VinylSd,Gd,PConc,No,Unf,1541,Ex,1541,0,2,0,3,Gd,1,Attchd,RFn,843,1,2006,205000
9800,Reg,Corner,CollgCr,1Story,7,VinylSd,TA,PConc,No,ALQ,0,TA,894,1,1,0,3,TA,0,Attchd,Unf,552,7,2006,149900
10386,Reg,Inside,CollgCr,1Story,5,CemntBd,Gd,PConc,No,GLQ,536,Ex,2000,1,2,0,3,Gd,0,Attchd,Fin,888,7,2007,305900
13474,Reg,Inside,SawyerW,2Story,5,HdBoard,Gd,CBlock,No,ALQ,0,Gd,1122,1,2,1,4,Gd,1,Attchd,RFn,746,6,2007,225000
7920,IR1,Inside,IDOTRR,1.5Fin,7,MetalSd,TA,CBlock,No,Unf,319,TA,1035,0,1,0,3,Fa,0,Attchd,Unf,0,3,2008,89500
12342,IR1,Inside,Edwards,1Story,5,VinylSd,TA,CBlock,No,BLQ,599,Ex,861,0,1,0,1,TA,0,Detchd,Unf,539,3,2009,82500
7685,IR1,Inside,Gilbert,2Story,5,HdBoard,TA,PConc,No,ALQ,179,Gd,697,0,2,1,3,Gd,1,Attchd,Fin,420,5,2006,165600
8000,Reg,Inside,NAmes,1Story,6,VinylSd,TA,CBlock,No,ALQ,292,Ex,972,1,1,0,2,TA,1,Detchd,Unf,240,5,2009,132000
7800,Reg,Inside,OldTown,1.5Fin,7,MetalSd,TA,CBlock,Mn,Rec,286,TA,793,1,1,0,3,TA,1,Detchd,Unf,410,5,2006,119900
9600,Reg,Inside,OldTown,2Story,7,Wd Sdng,TA,BrkTil,No,LwQ,712,Ex,832,0,1,1,3,Ex,1,Detchd,Unf,546,8,2006,178000
7795,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,GLQ,291,Ex,716,1,2,1,3,Gd,1,Attchd,Fin,432,7,2009,188500
13005,IR1,Corner,NWAmes,2Story,7,CemntBd,Gd,CBlock,No,GLQ,153,TA,1153,1,2,1,4,Ex,1,Attchd,RFn,484,8,2009,260000
9900,Reg,Inside,NoRidge,2Story,5,HdBoard,Gd,PConc,Gd,GLQ,360,Ex,1372,1,2,1,4,Gd,1,Attchd,RFn,656,4,2009,260000
14115,Reg,Inside,NWAmes,SLvl,5,Plywood,TA,CBlock,Av,GLQ,336,TA,1472,1,2,0,3,TA,2,Attchd,Unf,588,6,2009,187500
10380,IR1,Inside,SawyerW,2Story,5,Plywood,Gd,CBlock,Gd,LwQ,0,Ex,1553,1,2,1,4,Gd,1,Attchd,Fin,576,8,2007,301000
5000,Reg,Inside,IDOTRR,1.5Unf,6,MetalSd,TA,CBlock,Av,BLQ,604,Po,803,0,1,0,2,TA,0,Detchd,Unf,360,12,2007,87000
11600,Reg,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,Rec,818,TA,1383,0,1,1,3,TA,0,Attchd,RFn,292,4,2006,145250
6402,Reg,Corner,IDOTRR,2Story,5,Wd Sdng,TA,PConc,Mn,Unf,596,TA,596,0,1,0,3,TA,0,Detchd,Unf,189,7,2009,78000
8176,Reg,Inside,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,Rec,210,Fa,1056,1,1,0,3,TA,0,Attchd,RFn,308,8,2007,139000
10655,IR1,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,No,GLQ,1603,Ex,1629,1,2,0,3,Gd,1,Attchd,RFn,880,10,2009,284000
8198,Reg,FR3,NridgHt,1Story,5,VinylSd,Gd,PConc,Av,GLQ,638,Ex,1358,1,2,0,2,Gd,1,Attchd,RFn,484,7,2008,207000
9042,IR1,Inside,Gilbert,2Story,5,VinylSd,TA,PConc,Gd,GLQ,115,Gd,943,1,2,1,3,TA,2,Attchd,Fin,472,7,2008,192000
9135,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,726,Ex,1536,1,2,0,3,Gd,0,Attchd,RFn,532,12,2008,214000
14145,Reg,Corner,NWAmes,1Story,7,Wd Sdng,Gd,CBlock,Mn,ALQ,995,Ex,1621,1,2,0,3,Gd,0,Attchd,RFn,440,5,2006,202500
12400,IR1,Inside,NAmes,1Story,7,Wd Sdng,TA,CBlock,No,Rec,630,TA,1215,0,1,0,3,TA,0,Attchd,Unf,297,6,2009,155000
14191,Reg,Inside,Timber,2Story,5,VinylSd,Gd,PConc,No,Unf,967,Ex,993,0,2,1,4,Gd,0,Attchd,Fin,431,4,2010,202900
8400,Reg,Inside,SawyerW,1Story,4,Wd Sdng,Fa,CBlock,No,Unf,721,Gd,841,0,1,0,2,TA,0,CarPort,Unf,294,9,2009,82000
8544,Reg,Inside,NAmes,1Story,4,Stucco,TA,Slab,No,Unf,0,Fa,1040,0,2,0,2,TA,0,Detchd,Unf,400,5,2006,87500
8849,IR1,Inside,NridgHt,1Story,5,MetalSd,Ex,PConc,No,GLQ,1656,Ex,1684,0,2,0,2,Ex,1,Attchd,RFn,564,7,2008,266000
6435,Reg,Inside,BrkSide,1.5Fin,5,MetalSd,TA,BrkTil,No,Unf,972,Gd,972,0,1,0,3,Fa,1,Detchd,Unf,312,10,2006,140200
17600,IR1,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,BLQ,208,Ex,1478,1,2,0,3,TA,2,Attchd,Unf,498,12,2009,157500
2448,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,No,GLQ,191,Ex,764,1,2,1,2,Gd,0,BuiltIn,RFn,474,10,2008,154000
5271,IR1,Inside,ClearCr,1Story,5,Wd Sdng,TA,PConc,Gd,GLQ,371,Gd,1453,1,1,1,2,Gd,1,Attchd,RFn,445,12,2006,190000
9084,Reg,Inside,Edwards,1.5Fin,6,VinylSd,TA,CBlock,Mn,LwQ,0,TA,616,0,1,0,3,TA,0,Detchd,Unf,200,3,2008,95000
8400,Reg,Inside,SWISU,1.5Fin,5,Wd Sdng,TA,CBlock,No,LwQ,552,Ex,1192,0,1,0,2,TA,2,Attchd,Unf,240,6,2006,140000
11249,IR2,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,No,ALQ,322,Ex,1200,1,2,0,3,Gd,0,Attchd,RFn,521,8,2007,177500
9248,IR1,Inside,Gilbert,1Story,6,HdBoard,TA,PConc,No,GLQ,598,Gd,1167,1,2,0,3,Gd,0,Attchd,RFn,400,7,2009,173000
4224,Reg,Inside,MeadowV,1Story,5,CemntBd,TA,PConc,No,ALQ,268,TA,1142,1,1,1,3,TA,1,Attchd,Fin,528,8,2007,134000
6930,IR1,Inside,ClearCr,SLvl,4,Wd Sdng,TA,CBlock,Av,BLQ,468,Ex,1352,0,1,0,3,Gd,0,BuiltIn,Unf,288,7,2006,130000
12011,IR1,CulDSac,NoRidge,2Story,5,VinylSd,Gd,PConc,Av,GLQ,130,Ex,1086,1,2,1,3,Gd,1,Attchd,RFn,592,6,2006,280000
7540,IR1,CulDSac,Mitchel,SFoyer,6,VinylSd,TA,CBlock,Av,GLQ,115,Ex,912,1,1,0,2,TA,1,Attchd,RFn,470,6,2007,156000
9144,Reg,Inside,BrkSide,1.5Fin,5,MetalSd,TA,CBlock,No,Rec,484,Gd,988,1,1,0,3,TA,0,Detchd,Unf,240,7,2008,145000
7301,Reg,Corner,Edwards,SFoyer,5,HdBoard,Gd,Slab,No,Unf,0,Ex,495,0,3,0,4,Gd,1,BuiltIn,RFn,672,7,2009,198500
10690,Reg,Inside,IDOTRR,2Story,7,VinylSd,TA,CBlock,No,Rec,216,Gd,672,0,1,0,3,TA,0,Detchd,Unf,468,7,2009,147000
9500,IR1,Inside,NAmes,1Story,5,Plywood,TA,CBlock,No,BLQ,785,Gd,1394,1,1,1,3,TA,2,Attchd,RFn,514,7,2009,159000
9150,IR1,Corner,NAmes,SLvl,5,Plywood,TA,CBlock,Gd,GLQ,728,Gd,1431,0,1,0,3,TA,1,Basment,RFn,296,12,2008,165000
7800,Reg,Inside,NAmes,1Story,6,HdBoard,TA,PConc,No,LwQ,728,Gd,1268,0,1,0,2,TA,1,Attchd,Fin,244,3,2010,132000
9830,IR1,Corner,NAmes,1Story,7,Wd Sdng,TA,CBlock,No,ALQ,733,Ex,1287,1,1,0,3,Gd,1,Detchd,Fin,576,3,2010,162000
8121,IR1,Inside,Gilbert,2Story,5,VinylSd,TA,PConc,No,Unf,953,Ex,953,0,2,1,3,TA,1,Attchd,RFn,460,1,2006,172400
17120,Reg,Inside,ClearCr,1.5Fin,4,WdShing,TA,CBlock,No,Unf,0,TA,1120,0,2,0,4,TA,1,Detchd,Fin,680,7,2008,134432
7175,Reg,Inside,SawyerW,1Story,5,Plywood,TA,CBlock,No,ALQ,0,TA,752,1,1,0,2,TA,0,Attchd,Unf,264,2,2010,125000
10634,Reg,Inside,NAmes,1Story,6,MetalSd,TA,PConc,No,BLQ,0,TA,1319,1,1,0,3,TA,0,Attchd,Unf,270,11,2009,123000
8200,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,847,Ex,847,0,2,1,4,Gd,1,BuiltIn,Fin,434,7,2007,219500
8846,IR1,CulDSac,CollgCr,SFoyer,5,VinylSd,Gd,PConc,Av,GLQ,572,Ex,914,0,1,0,2,TA,0,Detchd,Unf,576,7,2006,148000
8123,IR1,Inside,Gilbert,2Story,5,VinylSd,TA,PConc,No,Unf,982,Ex,1007,0,2,1,3,TA,1,Attchd,Fin,463,6,2009,179000
5000,Reg,Inside,SWISU,1.5Fin,6,BrkFace,TA,BrkTil,No,LwQ,808,TA,1026,0,2,0,3,Gd,1,Detchd,Unf,308,5,2010,127000
7200,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1293,Ex,1301,1,2,0,2,Gd,1,Attchd,RFn,572,8,2006,187750
9245,IR1,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Av,Unf,939,Ex,939,0,2,1,3,Gd,0,Attchd,RFn,639,4,2007,213500
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,No,GLQ,1232,Ex,1269,0,2,0,2,Gd,1,Attchd,Fin,430,4,2010,192000
7200,Reg,Inside,Edwards,SLvl,6,MetalSd,TA,CBlock,Av,ALQ,410,Ex,1125,1,1,0,3,TA,1,Detchd,Unf,352,10,2009,125000
9382,IR1,CulDSac,CollgCr,1Story,5,VinylSd,Gd,PConc,No,Unf,1468,Ex,1479,0,2,0,3,Gd,0,Attchd,RFn,577,7,2008,191000
12209,IR1,CulDSac,Mitchel,2Story,5,VinylSd,TA,PConc,No,ALQ,114,Ex,804,1,2,1,3,Gd,1,BuiltIn,Fin,560,6,2009,215000
8339,IR1,Inside,NAmes,1Story,7,MetalSd,TA,Slab,No,Unf,0,TA,882,0,1,0,3,TA,0,Attchd,RFn,294,7,2007,106500
7446,Reg,Corner,BrkSide,1Story,5,WdShing,TA,CBlock,No,Rec,522,TA,788,0,1,0,2,TA,2,Attchd,Unf,0,4,2006,100000
10134,Reg,Inside,OldTown,1.5Fin,6,MetalSd,TA,CBlock,No,Unf,735,Gd,735,0,1,0,2,TA,0,Detchd,Unf,240,7,2007,109000
9571,Reg,Inside,Edwards,1Story,6,Wd Sdng,TA,CBlock,Av,BLQ,405,TA,1144,1,1,0,3,TA,0,Attchd,Unf,596,6,2010,129000
7200,Reg,Inside,CollgCr,1Story,5,MetalSd,TA,CBlock,Av,Rec,117,TA,894,0,1,0,2,TA,0,Detchd,RFn,600,9,2009,123000
7590,Reg,Inside,NAmes,2Story,5,VinylSd,TA,CBlock,No,ALQ,324,TA,876,0,2,0,4,TA,1,Attchd,RFn,264,7,2007,169500
8125,Reg,Inside,Somerst,2Story,5,CemntBd,Gd,PConc,No,GLQ,280,Ex,1112,1,2,0,2,Gd,0,Attchd,Fin,438,10,2009,241000
14963,IR2,Inside,Veenker,1Story,5,BrkFace,Gd,PConc,No,GLQ,474,Ex,1288,1,1,1,1,Ex,2,Attchd,Fin,500,12,2008,245500
8767,IR1,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1286,Ex,1310,0,2,0,3,Gd,1,Attchd,Fin,400,7,2006,164990
12090,Reg,Corner,NoRidge,2Story,5,VinylSd,Gd,PConc,No,Unf,1141,Gd,1165,0,2,1,4,Gd,1,BuiltIn,Fin,420,7,2006,258000
10364,IR1,Inside,Gilbert,2Story,5,MetalSd,TA,PConc,No,Unf,806,Gd,806,0,2,1,3,TA,1,BuiltIn,Fin,373,5,2007,168000
9991,IR1,Corner,Sawyer,1Story,4,Plywood,TA,CBlock,No,BLQ,165,Ex,1620,1,2,0,3,TA,1,Attchd,Unf,490,6,2009,150000
10480,Reg,Inside,SWISU,1.5Fin,5,MetalSd,TA,BrkTil,No,Unf,1064,Ex,1166,0,1,0,3,TA,0,Detchd,Unf,240,3,2008,115000
